class,compound,bottle,replicate,value,average
Alcohols,1-tetradecanol,Casa Noble Crystal,2,0.10203801466655461,0.1
Alcohols,1-tetradecanol,Casa Noble Crystal,3,0.0958218715285822,0.1
Alcohols,1-tetradecanol,Casa Noble Crystal,4,0.09263794511632852,0.1
Alcohols,1-tetradecanol,Casa Noble Crystal,5,0.09903434473029708,0.1
Alcohols,1-tetradecanol,Tres Generaciones Plata,1,0.11587900863639972,0.113
Alcohols,1-tetradecanol,Tres Generaciones Plata,2,0.10636669950519376,0.113
Alcohols,1-tetradecanol,Tres Generaciones Plata,3,0.08701552930723389,0.113
Alcohols,1-tetradecanol,Tres Generaciones Plata,4,0.12755592008021302,0.113
Alcohols,1-tetradecanol,Tres Generaciones Plata,5,0.10997311927496974,0.113
Alcohols,1-tetradecanol,1800 Anejo,1,0.10525838081178727,0.11
Alcohols,1-tetradecanol,1800 Anejo,2,0.10134846860881053,0.11
Alcohols,1-tetradecanol,1800 Anejo,3,0.09505528357793494,0.11
Alcohols,1-tetradecanol,1800 Anejo,4,0.12115326899802883,0.11
Alcohols,1-tetradecanol,1800 Anejo,5,0.09876240709913665,0.11
Alcohols,1-tetradecanol,Jose Cuervo Especial,1,0.06999083104479464,0.106
Alcohols,1-tetradecanol,Jose Cuervo Especial,2,0.11456299787786492,0.106
Alcohols,1-tetradecanol,Jose Cuervo Especial,3,0.11325348543934788,0.106
Alcohols,1-tetradecanol,Jose Cuervo Especial,4,0.08885464671673707,0.106
Alcohols,1-tetradecanol,Jose Cuervo Especial,5,0.09017151976902797,0.106
Alcohols,1-tetradecanol,Herradura Reposado,1,0.02982234275777839,0.032
Alcohols,1-tetradecanol,Herradura Reposado,2,0.019649966507489847,0.032
Alcohols,1-tetradecanol,Herradura Reposado,3,0.02319890056483844,0.032
Alcohols,1-tetradecanol,Herradura Reposado,4,0.031457257832135224,0.032
Alcohols,1-tetradecanol,Herradura Reposado,5,0.042428839018361794,0.032
Alcohols,1-tetradecanol,Milagro Select Barrel Reserve Reposado,1,0.05670871555041977,0.041
Alcohols,1-tetradecanol,Milagro Select Barrel Reserve Reposado,2,0.041278745401967014,0.041
Alcohols,1-tetradecanol,Milagro Select Barrel Reserve Reposado,3,0.04389581789782884,0.041
Alcohols,1-tetradecanol,Milagro Select Barrel Reserve Reposado,4,0.043141064329947534,0.041
Alcohols,1-tetradecanol,Milagro Select Barrel Reserve Reposado,5,0.05706105909471747,0.041
Alcohols,1-tetradecanol,Siete Leguas Reposado,1,0.03253236418005616,0.031
Alcohols,1-tetradecanol,Siete Leguas Reposado,2,0.01830818523780934,0.031
Alcohols,1-tetradecanol,Siete Leguas Reposado,3,0.024871854147376887,0.031
Alcohols,1-tetradecanol,Siete Leguas Reposado,4,0.022539587915061582,0.031
Alcohols,1-tetradecanol,Siete Leguas Reposado,5,0.02568194985582672,0.031
Alcohols,1-tetradecanol,Clase Azul Reposado,1,0.021858886263872432,0.029
Alcohols,1-tetradecanol,Clase Azul Reposado,2,0.03462722982006511,0.029
Alcohols,1-tetradecanol,Clase Azul Reposado,3,0.02308554911463511,0.029
Alcohols,1-tetradecanol,Clase Azul Reposado,4,0.0319827676953567,0.029
Alcohols,1-tetradecanol,Clase Azul Reposado,5,0.0031339464663525073,0.029
Alcohols,1-tetradecanol,Corralejo Reposado,1,0.028641497877577884,0.027
Alcohols,1-tetradecanol,Corralejo Reposado,2,0.035572281839424576,0.027
Alcohols,1-tetradecanol,Corralejo Reposado,3,0.02304465149484762,0.027
Alcohols,1-tetradecanol,Corralejo Reposado,4,0.044014965844606735,0.027
Alcohols,1-tetradecanol,Corralejo Reposado,5,0.016084705059718624,0.027
Alcohols,1-tetradecanol,Avion Silver Reposado,1,0.035436795532257884,0.036
Alcohols,1-tetradecanol,Avion Silver Reposado,2,0.03517893328295514,0.036
Alcohols,1-tetradecanol,Avion Silver Reposado,3,0.03712375863617381,0.036
Alcohols,1-tetradecanol,Avion Silver Reposado,4,0.03700000113296763,0.036
Alcohols,1-tetradecanol,Avion Silver Reposado,5,0.040966999101669475,0.036
Alcohols,2-methyl-propan-1-ol,Cazadores Anejo,1,2.0169812232869972,2.559
Alcohols,2-methyl-propan-1-ol,Cazadores Anejo,2,1.6466127066846625,2.559
Alcohols,2-methyl-propan-1-ol,Cazadores Anejo,3,2.0929424250539626,2.559
Alcohols,2-methyl-propan-1-ol,Cazadores Anejo,4,1.6691026355362264,2.559
Alcohols,2-methyl-propan-1-ol,Cazadores Anejo,5,2.4770536435780657,2.559
Alcohols,2-methyl-propan-1-ol,El Jimador Anejo,1,3.2837604718628253,3.463
Alcohols,2-methyl-propan-1-ol,El Jimador Anejo,2,3.185557516155735,3.463
Alcohols,2-methyl-propan-1-ol,El Jimador Anejo,3,3.7747661655987548,3.463
Alcohols,2-methyl-propan-1-ol,El Jimador Anejo,4,3.4067285158347738,3.463
Alcohols,2-methyl-propan-1-ol,El Jimador Anejo,5,3.30646240037576,3.463
Alcohols,2-methyl-propan-1-ol,Cabo Wabo Blanco,1,4.363741783670472,4.287
Alcohols,2-methyl-propan-1-ol,Cabo Wabo Blanco,2,4.204855055030863,4.287
Alcohols,2-methyl-propan-1-ol,Cabo Wabo Blanco,3,4.2596416098403695,4.287
Alcohols,2-methyl-propan-1-ol,Cabo Wabo Blanco,4,4.251159206907527,4.287
Alcohols,2-methyl-propan-1-ol,Cabo Wabo Blanco,5,4.290856235414893,4.287
Alcohols,2-methyl-propan-1-ol,Don Julio Blanco,1,3.392710141669306,3.171
Alcohols,2-methyl-propan-1-ol,Don Julio Blanco,2,7.00502031408465,3.171
Alcohols,2-methyl-propan-1-ol,Don Julio Blanco,3,3.511356129800869,3.171
Alcohols,2-methyl-propan-1-ol,Don Julio Blanco,4,5.556611100513663,3.171
Alcohols,2-methyl-propan-1-ol,Don Julio Blanco,5,0.3835383160008634,3.171
Alcohols,2-methyl-propan-1-ol,Espolon Blanco,1,3.763880619690645,3.71
Alcohols,2-methyl-propan-1-ol,Espolon Blanco,2,3.132175470746419,3.71
Alcohols,2-methyl-propan-1-ol,Espolon Blanco,3,3.3497942651507056,3.71
Alcohols,2-methyl-propan-1-ol,Espolon Blanco,4,4.013088531056736,3.71
Alcohols,2-methyl-propan-1-ol,Espolon Blanco,5,3.8063896387372065,3.71
Alcohols,2-methyl-propan-1-ol,Patron Silver,1,3.606101116103551,3.645
Alcohols,2-methyl-propan-1-ol,Patron Silver,2,4.009819329314884,3.645
Alcohols,2-methyl-propan-1-ol,Patron Silver,3,3.5973715262395736,3.645
Alcohols,2-methyl-propan-1-ol,Patron Silver,4,3.775070680331378,3.645
Alcohols,2-methyl-propan-1-ol,Patron Silver,5,3.863845908377069,3.645
Alcohols,2-methyl-propan-1-ol,Casa Noble Crystal,1,3.5547673201754586,3.613
Alcohols,2-methyl-propan-1-ol,Casa Noble Crystal,2,3.73850056927898,3.613
Alcohols,2-methyl-propan-1-ol,Casa Noble Crystal,3,3.783250553863276,3.613
Alcohols,2-methyl-propan-1-ol,Casa Noble Crystal,4,3.3786918874804983,3.613
Alcohols,2-methyl-propan-1-ol,Casa Noble Crystal,5,3.369770786499589,3.613
Alcohols,2-methyl-propan-1-ol,Tres Generaciones Plata,1,3.421158611227914,3.357
Alcohols,2-methyl-propan-1-ol,Tres Generaciones Plata,2,3.5611890397138435,3.357
Alcohols,2-methyl-propan-1-ol,Tres Generaciones Plata,3,3.2998945160397337,3.357
Alcohols,2-methyl-propan-1-ol,Tres Generaciones Plata,4,3.2982875345004525,3.357
Alcohols,2-methyl-propan-1-ol,Tres Generaciones Plata,5,3.406893642653887,3.357
Alcohols,2-methyl-propan-1-ol,1800 Anejo,1,3.668860527472461,3.713
Alcohols,2-methyl-propan-1-ol,1800 Anejo,2,3.7646778456624617,3.713
Alcohols,2-methyl-propan-1-ol,1800 Anejo,3,3.778250342849477,3.713
Alcohols,2-methyl-propan-1-ol,1800 Anejo,4,3.8312711564703013,3.713
Alcohols,2-methyl-propan-1-ol,1800 Anejo,5,3.622952700021065,3.713
Alcohols,2-methyl-propan-1-ol,Jose Cuervo Especial,1,3.717020175147329,3.487
Alcohols,2-methyl-propan-1-ol,Jose Cuervo Especial,2,3.4107492810973836,3.487
Alcohols,2-methyl-propan-1-ol,Jose Cuervo Especial,3,3.6669854282841037,3.487
Alcohols,2-methyl-propan-1-ol,Jose Cuervo Especial,4,3.525783669697863,3.487
Alcohols,2-methyl-propan-1-ol,Jose Cuervo Especial,5,3.5104248626806718,3.487
Alcohols,2-methyl-propan-1-ol,Herradura Reposado,1,4.080347779198777,3.971
Alcohols,2-methyl-propan-1-ol,Herradura Reposado,2,4.160001374306629,3.971
Alcohols,2-methyl-propan-1-ol,Herradura Reposado,3,4.041113506901836,3.971
Alcohols,2-methyl-propan-1-ol,Herradura Reposado,4,3.970766032375504,3.971
Alcohols,2-methyl-propan-1-ol,Herradura Reposado,5,4.016206579494233,3.971
Alcohols,2-methyl-propan-1-ol,Milagro Select Barrel Reserve Reposado,1,3.4850594112941664,3.628
Alcohols,2-methyl-propan-1-ol,Milagro Select Barrel Reserve Reposado,2,3.57392309049744,3.628
Alcohols,2-methyl-propan-1-ol,Milagro Select Barrel Reserve Reposado,3,3.6590164264783986,3.628
Alcohols,2-methyl-propan-1-ol,Milagro Select Barrel Reserve Reposado,4,3.5629853562412204,3.628
Alcohols,2-methyl-propan-1-ol,Milagro Select Barrel Reserve Reposado,5,3.5853787372995414,3.628
Alcohols,2-methyl-propan-1-ol,Siete Leguas Reposado,1,4.107749491741834,3.798
Alcohols,2-methyl-propan-1-ol,Siete Leguas Reposado,2,4.113748395637717,3.798
Alcohols,2-methyl-propan-1-ol,Siete Leguas Reposado,3,3.985479382497672,3.798
Alcohols,2-methyl-propan-1-ol,Siete Leguas Reposado,4,3.5465670663676905,3.798
Alcohols,2-methyl-propan-1-ol,Siete Leguas Reposado,5,3.4815069935924488,3.798
Alcohols,2-methyl-propan-1-ol,Clase Azul Reposado,1,4.2975287706143535,3.904
Alcohols,2-methyl-propan-1-ol,Clase Azul Reposado,2,3.636344446005948,3.904
Alcohols,2-methyl-propan-1-ol,Clase Azul Reposado,3,4.327347559087901,3.904
Alcohols,2-methyl-propan-1-ol,Clase Azul Reposado,4,3.6256652137533534,3.904
Alcohols,2-methyl-propan-1-ol,Clase Azul Reposado,5,3.8365381645062824,3.904
Alcohols,2-methyl-propan-1-ol,Corralejo Reposado,1,3.432851385418295,3.303
Alcohols,2-methyl-propan-1-ol,Corralejo Reposado,2,2.388765218306461,3.303
Alcohols,2-methyl-propan-1-ol,Corralejo Reposado,3,2.2212480589517933,3.303
Alcohols,2-methyl-propan-1-ol,Corralejo Reposado,4,4.242648372849274,3.303
Alcohols,2-methyl-propan-1-ol,Corralejo Reposado,5,3.3979406352461297,3.303
Alcohols,2-methyl-propan-1-ol,Avion Silver Reposado,1,3.592653205754555,3.886
Alcohols,2-methyl-propan-1-ol,Avion Silver Reposado,2,4.0159508328010896,3.886
Alcohols,2-methyl-propan-1-ol,Avion Silver Reposado,3,3.8364509854347046,3.886
Alcohols,2-methyl-propan-1-ol,Avion Silver Reposado,4,3.940676497252893,3.886
Alcohols,2-methyl-propan-1-ol,Avion Silver Reposado,5,3.9085698322862115,3.886
Alcohols,2-phenylethanol,Cazadores Anejo,1,2.7961891840738815,2.467
Alcohols,2-phenylethanol,Cazadores Anejo,2,2.50317835874995,2.467
Alcohols,2-phenylethanol,Cazadores Anejo,3,2.7370715468571944,2.467
Alcohols,2-phenylethanol,Cazadores Anejo,4,2.6548514933021283,2.467
Alcohols,2-phenylethanol,Cazadores Anejo,5,2.106496638849107,2.467
Alcohols,2-phenylethanol,El Jimador Anejo,1,2.7260384663249018,3.054
Alcohols,2-phenylethanol,El Jimador Anejo,2,2.945622675167379,3.054
Alcohols,2-phenylethanol,El Jimador Anejo,3,3.2654032427789836,3.054
Alcohols,2-phenylethanol,El Jimador Anejo,4,3.0629916162266544,3.054
Alcohols,2-phenylethanol,El Jimador Anejo,5,3.3827947166674908,3.054
Alcohols,2-phenylethanol,Cabo Wabo Blanco,1,3.5896362437198293,3.579
Alcohols,2-phenylethanol,Cabo Wabo Blanco,2,3.5575234738926915,3.579
Alcohols,2-phenylethanol,Cabo Wabo Blanco,3,3.5803281912900746,3.579
Alcohols,2-phenylethanol,Cabo Wabo Blanco,4,3.5695280247799763,3.579
Alcohols,2-phenylethanol,Cabo Wabo Blanco,5,3.5918788043405208,3.579
Alcohols,2-phenylethanol,Don Julio Blanco,1,1.906740544658547,2.664
Alcohols,2-phenylethanol,Don Julio Blanco,2,4.712873722707737,2.664
Alcohols,2-phenylethanol,Don Julio Blanco,3,2.7224427418102284,2.664
Alcohols,2-phenylethanol,Don Julio Blanco,4,3.777977839741764,2.664
Alcohols,2-phenylethanol,Don Julio Blanco,5,0.01925646557192584,2.664
Alcohols,2-phenylethanol,Espolon Blanco,1,3.61929841725721,3.865
Alcohols,2-phenylethanol,Espolon Blanco,2,3.9015284729325295,3.865
Alcohols,2-phenylethanol,Espolon Blanco,3,3.8175771249893127,3.865
Alcohols,2-phenylethanol,Espolon Blanco,4,3.907773099585653,3.865
Alcohols,2-phenylethanol,Espolon Blanco,5,3.905975954197211,3.865
Alcohols,2-phenylethanol,Patron Silver,1,3.496804268511011,3.608
Alcohols,2-phenylethanol,Patron Silver,2,3.790379688754719,3.608
Alcohols,2-phenylethanol,Patron Silver,3,3.6592176216610324,3.608
Alcohols,2-phenylethanol,Patron Silver,4,3.559658411397101,3.608
Alcohols,2-phenylethanol,Patron Silver,5,3.784011341997542,3.608
Alcohols,2-phenylethanol,Casa Noble Crystal,1,4.062225533042143,3.8
Alcohols,2-phenylethanol,Casa Noble Crystal,2,3.8417287139080396,3.8
Alcohols,2-phenylethanol,Casa Noble Crystal,3,3.7556216526607447,3.8
Alcohols,2-phenylethanol,Casa Noble Crystal,4,3.728196975895244,3.8
Alcohols,2-phenylethanol,Casa Noble Crystal,5,3.9162745058045303,3.8
Alcohols,2-phenylethanol,Tres Generaciones Plata,1,3.8792369227804535,3.937
Alcohols,2-phenylethanol,Tres Generaciones Plata,2,3.9068011398588145,3.937
Alcohols,2-phenylethanol,Tres Generaciones Plata,3,3.9138470028872137,3.937
Alcohols,2-phenylethanol,Tres Generaciones Plata,4,3.981106731866504,3.937
Alcohols,2-phenylethanol,Tres Generaciones Plata,5,3.913760569757012,3.937
Alcohols,2-phenylethanol,1800 Anejo,1,2.7157276024964827,2.876
Alcohols,2-phenylethanol,1800 Anejo,2,2.985502490901678,2.876
Alcohols,2-phenylethanol,1800 Anejo,3,2.584999237426745,2.876
Alcohols,2-phenylethanol,1800 Anejo,4,2.844022879079738,2.876
Alcohols,2-phenylethanol,1800 Anejo,5,2.7002334433818165,2.876
Alcohols,2-phenylethanol,Jose Cuervo Especial,1,3.0851081995479177,2.966
Alcohols,2-phenylethanol,Jose Cuervo Especial,2,2.7998059581601575,2.966
Alcohols,2-phenylethanol,Jose Cuervo Especial,3,2.8822468287394343,2.966
Alcohols,2-phenylethanol,Jose Cuervo Especial,4,2.8777785109771687,2.966
Alcohols,2-phenylethanol,Jose Cuervo Especial,5,3.0838013618914055,2.966
Alcohols,2-phenylethanol,Herradura Reposado,1,2.3901165365477373,2.327
Alcohols,2-phenylethanol,Herradura Reposado,2,2.0529394775472287,2.327
Alcohols,2-phenylethanol,Herradura Reposado,3,2.1151135079908236,2.327
Alcohols,2-phenylethanol,Herradura Reposado,4,2.43756135671745,2.327
Alcohols,2-phenylethanol,Herradura Reposado,5,2.4455812668139405,2.327
Alcohols,2-phenylethanol,Milagro Select Barrel Reserve Reposado,1,2.508966426436266,2.377
Alcohols,2-phenylethanol,Milagro Select Barrel Reserve Reposado,2,2.482005015139952,2.377
Alcohols,2-phenylethanol,Milagro Select Barrel Reserve Reposado,3,2.5372414896116204,2.377
Alcohols,2-phenylethanol,Milagro Select Barrel Reserve Reposado,4,2.3093973550625675,2.377
Alcohols,2-phenylethanol,Milagro Select Barrel Reserve Reposado,5,1.9999584753317816,2.377
Alcohols,2-phenylethanol,Siete Leguas Reposado,1,1.3817966369200558,1.771
Alcohols,2-phenylethanol,Siete Leguas Reposado,2,0.9394948830581843,1.771
Alcohols,2-phenylethanol,Siete Leguas Reposado,3,0.43383958081346097,1.771
Alcohols,2-phenylethanol,Siete Leguas Reposado,4,2.535454827512834,1.771
Alcohols,2-phenylethanol,Siete Leguas Reposado,5,2.8513093601988673,1.771
Alcohols,2-phenylethanol,Clase Azul Reposado,1,2.2280373540029266,2.366
Alcohols,2-phenylethanol,Clase Azul Reposado,2,2.319557091024355,2.366
Alcohols,2-phenylethanol,Clase Azul Reposado,3,2.056048505887006,2.366
Alcohols,2-phenylethanol,Clase Azul Reposado,4,2.3728888878694714,2.366
Alcohols,2-phenylethanol,Clase Azul Reposado,5,2.0898304926332507,2.366
Alcohols,2-phenylethanol,Corralejo Reposado,1,3.504425843051177,1.581
Alcohols,2-phenylethanol,Corralejo Reposado,2,1.3231163465775104,1.581
Alcohols,2-phenylethanol,Corralejo Reposado,3,1.8905645785763836,1.581
Alcohols,2-phenylethanol,Corralejo Reposado,4,1.4448693930933116,1.581
Alcohols,2-phenylethanol,Corralejo Reposado,5,0.12671241545477785,1.581
Alcohols,2-phenylethanol,Avion Silver Reposado,1,2.2623763961325616,2.314
Alcohols,2-phenylethanol,Avion Silver Reposado,2,2.3456124772136113,2.314
Alcohols,2-phenylethanol,Avion Silver Reposado,3,2.4204420367722372,2.314
Alcohols,2-phenylethanol,Avion Silver Reposado,4,2.339945503674799,2.314
Alcohols,2-phenylethanol,Avion Silver Reposado,5,2.3315643826095247,2.314
Alcohols,3-methylbutan-1-ol,Cazadores Anejo,1,13.065196283401672,30.67
Alcohols,3-methylbutan-1-ol,Cazadores Anejo,2,25.714597941242566,30.67
Alcohols,3-methylbutan-1-ol,Cazadores Anejo,3,35.149324632037924,30.67
Alcohols,3-methylbutan-1-ol,Cazadores Anejo,4,32.27723742721088,30.67
Alcohols,3-methylbutan-1-ol,Cazadores Anejo,5,38.89672665805723,30.67
Alcohols,3-methylbutan-1-ol,El Jimador Anejo,1,42.72355754521617,38.25
Alcohols,3-methylbutan-1-ol,El Jimador Anejo,2,38.89372913236888,38.25
Alcohols,3-methylbutan-1-ol,El Jimador Anejo,3,39.42221980881447,38.25
Alcohols,3-methylbutan-1-ol,El Jimador Anejo,4,45.31665119707815,38.25
Alcohols,3-methylbutan-1-ol,El Jimador Anejo,5,39.04420228788061,38.25
Alcohols,3-methylbutan-1-ol,Cabo Wabo Blanco,1,45.76115894137547,45.6
Alcohols,3-methylbutan-1-ol,Cabo Wabo Blanco,2,45.85427683371034,45.6
Alcohols,3-methylbutan-1-ol,Cabo Wabo Blanco,3,45.78037126465165,45.6
Alcohols,3-methylbutan-1-ol,Cabo Wabo Blanco,4,45.40196220724715,45.6
Alcohols,3-methylbutan-1-ol,Cabo Wabo Blanco,5,45.80826905500217,45.6
Alcohols,3-methylbutan-1-ol,Don Julio Blanco,1,17.157662522946403,33.74
Alcohols,3-methylbutan-1-ol,Don Julio Blanco,2,25.465703036245106,33.74
Alcohols,3-methylbutan-1-ol,Don Julio Blanco,3,43.46722857791297,33.74
Alcohols,3-methylbutan-1-ol,Don Julio Blanco,4,16.041785601887156,33.74
Alcohols,3-methylbutan-1-ol,Don Julio Blanco,5,1.0583295691072934,33.74
Alcohols,3-methylbutan-1-ol,Espolon Blanco,1,44.108881096224394,45.04
Alcohols,3-methylbutan-1-ol,Espolon Blanco,2,45.62333825643419,45.04
Alcohols,3-methylbutan-1-ol,Espolon Blanco,3,45.872784957878935,45.04
Alcohols,3-methylbutan-1-ol,Espolon Blanco,4,44.482108700520314,45.04
Alcohols,3-methylbutan-1-ol,Espolon Blanco,5,43.92526731015482,45.04
Alcohols,3-methylbutan-1-ol,Patron Silver,1,46.349130189306024,46.03
Alcohols,3-methylbutan-1-ol,Patron Silver,2,46.77500456115438,46.03
Alcohols,3-methylbutan-1-ol,Patron Silver,3,46.066408915548415,46.03
Alcohols,3-methylbutan-1-ol,Patron Silver,4,45.45433292794821,46.03
Alcohols,3-methylbutan-1-ol,Patron Silver,5,46.84195618077758,46.03
Alcohols,3-methylbutan-1-ol,Casa Noble Crystal,1,45.01125949472445,44.96
Alcohols,3-methylbutan-1-ol,Casa Noble Crystal,2,44.90505478168661,44.96
Alcohols,3-methylbutan-1-ol,Casa Noble Crystal,3,44.97413573318321,44.96
Alcohols,3-methylbutan-1-ol,Casa Noble Crystal,4,44.916981770794635,44.96
Alcohols,3-methylbutan-1-ol,Casa Noble Crystal,5,44.97442775177026,44.96
Alcohols,3-methylbutan-1-ol,Tres Generaciones Plata,1,43.76199862904218,44.1
Alcohols,3-methylbutan-1-ol,Tres Generaciones Plata,2,43.59284215249127,44.1
Alcohols,3-methylbutan-1-ol,Tres Generaciones Plata,3,43.524606951936896,44.1
Alcohols,3-methylbutan-1-ol,Tres Generaciones Plata,4,45.42630441299611,44.1
Alcohols,3-methylbutan-1-ol,Tres Generaciones Plata,5,45.08163544690297,44.1
Alcohols,3-methylbutan-1-ol,1800 Anejo,1,48.50697129493466,47.82
Alcohols,3-methylbutan-1-ol,1800 Anejo,2,48.7155584685933,47.82
Alcohols,3-methylbutan-1-ol,1800 Anejo,3,47.43130775527766,47.82
Alcohols,3-methylbutan-1-ol,1800 Anejo,4,47.98686281212254,47.82
Alcohols,3-methylbutan-1-ol,1800 Anejo,5,47.72862998246318,47.82
Alcohols,3-methylbutan-1-ol,Jose Cuervo Especial,1,47.81660710898753,47.14
Alcohols,3-methylbutan-1-ol,Jose Cuervo Especial,2,45.63448851653029,47.14
Alcohols,3-methylbutan-1-ol,Jose Cuervo Especial,3,47.371102822548345,47.14
Alcohols,3-methylbutan-1-ol,Jose Cuervo Especial,4,46.68287454754591,47.14
Alcohols,3-methylbutan-1-ol,Jose Cuervo Especial,5,47.3443872040115,47.14
Alcohols,3-methylbutan-1-ol,Herradura Reposado,1,54.932463697297464,54.87
Alcohols,3-methylbutan-1-ol,Herradura Reposado,2,55.81886565740975,54.87
Alcohols,3-methylbutan-1-ol,Herradura Reposado,3,53.44264151054516,54.87
Alcohols,3-methylbutan-1-ol,Herradura Reposado,4,58.36625086450197,54.87
Alcohols,3-methylbutan-1-ol,Herradura Reposado,5,52.20298334063063,54.87
Alcohols,3-methylbutan-1-ol,Milagro Select Barrel Reserve Reposado,1,54.553585986260934,55.41
Alcohols,3-methylbutan-1-ol,Milagro Select Barrel Reserve Reposado,2,51.385525941998225,55.41
Alcohols,3-methylbutan-1-ol,Milagro Select Barrel Reserve Reposado,3,57.88174019784323,55.41
Alcohols,3-methylbutan-1-ol,Milagro Select Barrel Reserve Reposado,4,52.52592520057697,55.41
Alcohols,3-methylbutan-1-ol,Milagro Select Barrel Reserve Reposado,5,59.137463827629844,55.41
Alcohols,3-methylbutan-1-ol,Siete Leguas Reposado,1,53.34417686175421,54.02
Alcohols,3-methylbutan-1-ol,Siete Leguas Reposado,2,52.502990416150595,54.02
Alcohols,3-methylbutan-1-ol,Siete Leguas Reposado,3,56.033814074902565,54.02
Alcohols,3-methylbutan-1-ol,Siete Leguas Reposado,4,58.40477791697537,54.02
Alcohols,3-methylbutan-1-ol,Siete Leguas Reposado,5,54.84026707944735,54.02
Alcohols,3-methylbutan-1-ol,Clase Azul Reposado,1,54.648174194315345,55
Alcohols,3-methylbutan-1-ol,Clase Azul Reposado,2,55.51994266170869,55
Alcohols,3-methylbutan-1-ol,Clase Azul Reposado,3,54.23656834466791,55
Alcohols,3-methylbutan-1-ol,Clase Azul Reposado,4,55.32629332326915,55
Alcohols,3-methylbutan-1-ol,Clase Azul Reposado,5,55.00261856356634,55
Alcohols,3-methylbutan-1-ol,Corralejo Reposado,1,34.49498078697188,46.5
Alcohols,3-methylbutan-1-ol,Corralejo Reposado,2,32.188738870082844,46.5
Alcohols,3-methylbutan-1-ol,Corralejo Reposado,3,57.36329385123766,46.5
Alcohols,3-methylbutan-1-ol,Corralejo Reposado,4,59.56116596031546,46.5
Alcohols,3-methylbutan-1-ol,Corralejo Reposado,5,40.58568903371521,46.5
Alcohols,3-methylbutan-1-ol,Avion Silver Reposado,1,53.38621746607723,53.19
Alcohols,3-methylbutan-1-ol,Avion Silver Reposado,2,53.41053715611193,53.19
Alcohols,3-methylbutan-1-ol,Avion Silver Reposado,3,53.30617383800666,53.19
Alcohols,3-methylbutan-1-ol,Avion Silver Reposado,4,53.36137099386594,53.19
Alcohols,3-methylbutan-1-ol,Avion Silver Reposado,5,53.25800611858035,53.19
Alcohols,3-octanol,Cazadores Anejo,1,0.023554294808224966,0.027
Alcohols,3-octanol,Cazadores Anejo,2,0.029557595682772463,0.027
Alcohols,3-octanol,Cazadores Anejo,3,0.05058793769454626,0.027
Alcohols,3-octanol,Cazadores Anejo,4,0.036433313777087015,0.027
Alcohols,3-octanol,Cazadores Anejo,5,0.013045291637172877,0.027
Alcohols,3-octanol,El Jimador Anejo,1,0.030713591575633553,0.032
Alcohols,3-octanol,El Jimador Anejo,2,0.03144492685238893,0.032
Alcohols,3-octanol,El Jimador Anejo,3,0.03449636909736687,0.032
Alcohols,3-octanol,El Jimador Anejo,4,0.03546442741323695,0.032
Alcohols,3-octanol,El Jimador Anejo,5,0.02597868653841927,0.032
Alcohols,3-octanol,Cabo Wabo Blanco,1,0.05528703666732514,0.051
Alcohols,3-octanol,Cabo Wabo Blanco,2,0.04630609143871583,0.051
Alcohols,3-octanol,Cabo Wabo Blanco,3,0.052534001918950114,0.051
Alcohols,3-octanol,Cabo Wabo Blanco,4,0.05087088857427334,0.051
Alcohols,3-octanol,Cabo Wabo Blanco,5,0.06269325957116834,0.051
Alcohols,3-octanol,Don Julio Blanco,1,0.06977519506872991,0.045
Alcohols,3-octanol,Don Julio Blanco,2,0.034751103169409124,0.045
Alcohols,3-octanol,Don Julio Blanco,3,0.04878845411496994,0.045
Alcohols,3-octanol,Don Julio Blanco,4,0.05751187737099738,0.045
Alcohols,3-octanol,Don Julio Blanco,5,0.03520069533204426,0.045
Alcohols,3-octanol,Espolon Blanco,1,0.04970586144380542,0.042
Alcohols,3-octanol,Espolon Blanco,2,0.045718676663559873,0.042
Alcohols,3-octanol,Espolon Blanco,3,0.04792602621212119,0.042
Alcohols,3-octanol,Espolon Blanco,4,0.05502995814537773,0.042
Alcohols,3-octanol,Espolon Blanco,5,0.046835988726700625,0.042
Alcohols,3-octanol,Patron Silver,1,0.031427370298418036,0.032
Alcohols,3-octanol,Patron Silver,2,0.033562517945715686,0.032
Alcohols,3-octanol,Patron Silver,3,0.033353119509746246,0.032
Alcohols,3-octanol,Patron Silver,4,0.03348518853192682,0.032
Alcohols,3-octanol,Patron Silver,5,0.03170805730182934,0.032
Alcohols,3-octanol,Casa Noble Crystal,1,0.03531018808919119,0.041
Alcohols,3-octanol,Casa Noble Crystal,2,0.04823226029365882,0.041
Alcohols,3-octanol,Casa Noble Crystal,3,0.04462817273526267,0.041
Alcohols,3-octanol,Casa Noble Crystal,4,0.051654130204793425,0.041
Alcohols,3-octanol,Casa Noble Crystal,5,0.0329843128369151,0.041
Alcohols,3-octanol,Tres Generaciones Plata,1,0.03289669712533703,0.04
Alcohols,3-octanol,Tres Generaciones Plata,2,0.048052223261614735,0.04
Alcohols,3-octanol,Tres Generaciones Plata,3,0.027035137172951945,0.04
Alcohols,3-octanol,Tres Generaciones Plata,4,0.03665480285059161,0.04
Alcohols,3-octanol,Tres Generaciones Plata,5,0.031024441335131384,0.04
Alcohols,3-octanol,1800 Anejo,1,0.03313301894324237,0.033
Alcohols,3-octanol,1800 Anejo,2,0.036068577228411246,0.033
