peak_start,peak_end,peak_ID,path_to_cdf_csv,area,peak_number_within_sample,rt_offset,peak_start_rt_offset,peak_end_rt_offset,PCB_number,Bioprospector,State,Plant_Common_Name,October_11th_15th,Composition,Genus,Species,Organ,Date,GC_sample_present,GC_success,Injection_volume_uL,Notes,Rerun,...16,percent_area
696.702,711.994,16-palmitic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_140/PCB_140.CDF.csv,1767607.222,1,0,696.702,711.994,PCB_140,Alanis Leach,MO,Chinquapin oak,,...,Quercus,muehlenbergii,,,,GOOD,1,,,,16.06781694
890.907,900.082,contaminant,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_140/PCB_140.CDF.csv,1654358.456,2,0,890.907,900.082,PCB_140,Alanis Leach,MO,Chinquapin oak,,...,Quercus,muehlenbergii,,,,GOOD,1,,,,15.03836853
904.67,915.884,18-stearic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_140/PCB_140.CDF.csv,1136311.286,3,0,904.67,915.884,PCB_140,Alanis Leach,MO,Chinquapin oak,,...,Quercus,muehlenbergii,,,,GOOD,1,,,,10.32924142
1541.315,1554.568,3076_di(2-ethyl hexyl)isophthalate,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_140/PCB_140.CDF.csv,6442640.141,4,0,1541.315,1554.568,PCB_140,Alanis Leach,MO,Chinquapin oak,,...,Quercus,muehlenbergii,,,,GOOD,1,,,,58.56457311
695.683,711.994,16-palmitic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_141/PCB_141.CDF.csv,5013536.812,1,0,695.683,711.994,PCB_141,Kasey Lynn,MO,Butterfly weed,,...,Asclepias,tuberosa,,,,GOOD,1,,,,6.84775
888.868,902.631,contaminant,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_141/PCB_141.CDF.csv,6470432.826,2,0,888.868,902.631,PCB_141,Kasey Lynn,MO,Butterfly weed,,...,Asclepias,tuberosa,,,,GOOD,1,,,,8.837654543
1541.825,1558.136,3076_di(2-ethyl hexyl)isophthalate,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_141/PCB_141.CDF.csv,18528884.47,3,0,1541.825,1558.136,PCB_141,Kasey Lynn,MO,Butterfly weed,,...,Asclepias,tuberosa,,,,GOOD,1,,,,25.30771657
2054.607,2073.467,27-heptacosan-1-ol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_141/PCB_141.CDF.csv,26070952.89,4,0,2054.607,2073.467,PCB_141,Kasey Lynn,MO,Butterfly weed,,...,Asclepias,tuberosa,,,,GOOD,1,,,,35.60906688
2284.492,2300.803,29-nonacosan-1-ol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_141/PCB_141.CDF.csv,17130559.94,5,0,2284.492,2300.803,PCB_141,Kasey Lynn,MO,Butterfly weed,,...,Asclepias,tuberosa,,,,GOOD,1,,,,23.39781201
699.765,706.391,16-palmitic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_142/PCB_142.CDF.csv,294258.8442,1,0,699.765,706.391,PCB_142,Lindsey Swanson,MO,Black oak,,...,Quercus,velutina,,,,GOOD,1,,,,3.404430911
2038.809,2057.159,plastic contaminant,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_142/PCB_142.CDF.csv,795518.7144,2,0,2038.809,2057.159,PCB_142,Lindsey Swanson,MO,Black oak,,...,Quercus,velutina,,,,GOOD,1,,,,9.203762451
2200.392,2213.645,plastic contaminant,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_142/PCB_142.CDF.csv,1289583.13,3,0,2200.392,2213.645,PCB_142,Lindsey Swanson,MO,Black oak,,...,Quercus,velutina,,,,GOOD,1,,,,14.9198461
2351.27,2365.033,plastic contaminant,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_142/PCB_142.CDF.csv,1721160.329,4,0,2351.27,2365.033,PCB_142,Lindsey Swanson,MO,Black oak,,...,Quercus,velutina,,,,GOOD,1,,,,19.91298321
2494.502,2510.814,plastic contaminant,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_142/PCB_142.CDF.csv,2210987.183,5,0,2494.502,2510.814,PCB_142,Lindsey Swanson,MO,Black oak,,...,Quercus,velutina,,,,GOOD,1,,,,25.58004035
2637.225,2650.988,plastic contaminant,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_142/PCB_142.CDF.csv,2331899.522,6,0,2637.225,2650.988,PCB_142,Lindsey Swanson,MO,Black oak,,...,Quercus,velutina,,,,GOOD,1,,,,26.97893698
695.688,709.451,16-palmitic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_144/PCB_144.CDF.csv,1893143.476,1,0,695.688,709.451,PCB_144,Wyatt Lee Stephens,MO,Aloe Vera,,...,Aloe,vera,,,,GOOD,1,,,,13.44479293
892.442,899.578,contaminant,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_144/PCB_144.CDF.csv,1746858.192,2,0,892.442,899.578,PCB_144,Wyatt Lee Stephens,MO,Aloe Vera,,...,Aloe,vera,,,,GOOD,1,,,,12.40589895
908.243,913.34,18-stearic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_144/PCB_144.CDF.csv,1357853.227,3,0,908.243,913.34,PCB_144,Wyatt Lee Stephens,MO,Aloe Vera,,...,Aloe,vera,,,,GOOD,1,,,,9.643249809
1536.223,1563.748,3076_di(2-ethyl hexyl)isophthalate,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_144/PCB_144.CDF.csv,5939790.005,4,0,1536.223,1563.748,PCB_144,Wyatt Lee Stephens,MO,Aloe Vera,,...,Aloe,vera,,,,GOOD,1,,,,42.18340959
2285.007,2293.163,beta-sitosterol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_144/PCB_144.CDF.csv,1562302.911,5,0,2285.007,2293.163,PCB_144,Wyatt Lee Stephens,MO,Aloe Vera,,...,Aloe,vera,,,,GOOD,1,,,,11.09521777
2293.163,2300.809,30-triacontan-1-ol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_144/PCB_144.CDF.csv,1580919.675,6,0,2293.163,2300.809,PCB_144,Wyatt Lee Stephens,MO,Aloe Vera,,...,Aloe,vera,,,,GOOD,1,,,,11.22743096
698.231,707.915,16-palmitic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_145/PCB_145.CDF.csv,2442780.726,1,0,698.231,707.915,PCB_145,Wyatt Lee Stephens,MO,Tomato plant,,...,Solanum,lycopersicum,,,,GOOD,1,,,,15.07254193
904.669,915.883,18-stearic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_145/PCB_145.CDF.csv,1839168.111,2,0,904.669,915.883,PCB_145,Wyatt Lee Stephens,MO,Tomato plant,,...,Solanum,lycopersicum,,,,GOOD,1,,,,11.34810758
1364.44,1374.124,unknown,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_145/PCB_145.CDF.csv,9316081.89,3,0,1364.44,1374.124,PCB_145,Wyatt Lee Stephens,MO,Tomato plant,,...,Solanum,lycopersicum,,,,GOOD,1,,,,57.48245573
1544.882,1552.528,3076_di(2-ethyl hexyl)isophthalate,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_145/PCB_145.CDF.csv,2608795.811,4,0,1544.882,1552.528,PCB_145,Wyatt Lee Stephens,MO,Tomato plant,,...,Solanum,lycopersicum,,,,GOOD,1,,,,16.09689476
1733.757,1758.224,29-nonacosane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_147/PCB_147.CDF.csv,132241176.7,1,0,1733.757,1758.224,PCB_147,,,,,,Angelica,lucida,,,,good,1,,,,100
1735.794,1750.067,29-nonacosane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_148/PCB_148.CDF.csv,11398114.4,1,0,1735.794,1750.067,PCB_148,,,,,,Iliamma,rivularis,,,,good,1,,,,100
1914.199,1923.374,28-octacosanal,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_149/PCB_149.CDF.csv,3041900.574,1,0,1914.199,1923.374,PCB_149,Robyn Klein,MT,,,,Aristolochia,labiata,,,,good,1,,,,19.72205849
2046.218,2056.412,28-octacosan-1-ol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_149/PCB_149.CDF.csv,1622684.325,2,0,2046.218,2056.412,PCB_149,Robyn Klein,MT,,,,Aristolochia,labiata,,,,good,1,,,,10.5206184
2157.337,2163.454,28-montanic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_149/PCB_149.CDF.csv,2769642.729,3,0,2157.337,2163.454,PCB_149,Robyn Klein,MT,,,,Aristolochia,labiata,,,,good,1,,,,17.95688405
2164.983,2168.042,30-triacontanal,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_149/PCB_149.CDF.csv,1004763.466,4,0,2164.983,2168.042,PCB_149,Robyn Klein,MT,,,,Aristolochia,labiata,,,,good,1,,,,6.514349618
2206.271,2222.072,31-hentriacontan-16-one,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_149/PCB_149.CDF.csv,5360527.57,5,0,2206.271,2222.072,PCB_149,Robyn Klein,MT,,,,Aristolochia,labiata,,,,good,1,,,,34.75479743
2281.2,2288.336,30-triacontan-1-ol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_149/PCB_149.CDF.csv,675840.5326,6,0,2281.2,2288.336,PCB_149,Robyn Klein,MT,,,,Aristolochia,labiata,,,,good,1,,,,4.381789012
2384.674,2394.869,30-melissic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_149/PCB_149.CDF.csv,948490.0737,7,0,2384.674,2394.869,PCB_149,Robyn Klein,MT,,,,Aristolochia,labiata,,,,good,1,,,,6.149503001
954.193,975.836,16-palmitic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_15/PCB_15.CDF.csv,2056329.363,1,0,954.193,975.836,PCB_15,Lucas Busta,NE,Cow parsnip,x,"aldehydes_(40%),fatty acids_(60%)",Heracleum,maximum,inflorescence stem,2019-07-31 00:00:00,1,good,,,,,13.7437399
1224.475,1237.561,18-stearic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_15/PCB_15.CDF.csv,1301360.677,2,0,1224.475,1237.561,PCB_15,Lucas Busta,NE,Cow parsnip,x,"aldehydes_(40%),fatty acids_(60%)",Heracleum,maximum,inflorescence stem,2019-07-31 00:00:00,1,good,,,,,8.697810273
2044.38,2055.453,26-hexacosan-1-one,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_15/PCB_15.CDF.csv,2453277.633,3,0,2044.38,2055.453,PCB_15,Lucas Busta,NE,Cow parsnip,x,"aldehydes_(40%),fatty acids_(60%)",Heracleum,maximum,inflorescence stem,2019-07-31 00:00:00,1,good,,,,,16.39679435
2309.125,2320.198,28-octacosan-1-one,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_15/PCB_15.CDF.csv,2063819.442,4,0,2309.125,2320.198,PCB_15,Lucas Busta,NE,Cow parsnip,x,"aldehydes_(40%),fatty acids_(60%)",Heracleum,maximum,inflorescence stem,2019-07-31 00:00:00,1,good,,,,,13.7938008
2325.232,2338.821,26-cerotic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_15/PCB_15.CDF.csv,4353222.937,5,0,2325.232,2338.821,PCB_15,Lucas Busta,NE,Cow parsnip,x,"aldehydes_(40%),fatty acids_(60%)",Heracleum,maximum,inflorescence stem,2019-07-31 00:00:00,1,good,,,,,29.09532142
2567.831,2576.387,28-montanic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_15/PCB_15.CDF.csv,2733924.46,6,0,2567.831,2576.387,PCB_15,Lucas Busta,NE,Cow parsnip,x,"aldehydes_(40%),fatty acids_(60%)",Heracleum,maximum,inflorescence stem,2019-07-31 00:00:00,1,good,,,,,18.27253326
661.299,673.023,triterpenoid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_150/PCB_150.CDF.csv,6489372.333,1,0,661.299,673.023,PCB_150,Robyn Klein,MT,lemongrass,,,Cybopogon,sp,,,,good,1,,,,5.77106786
1494.188,1501.324,disaccharaide (sucrose),/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_150/PCB_150.CDF.csv,13915896.02,2,0,1494.188,1501.324,PCB_150,Robyn Klein,MT,lemongrass,,,Cybopogon,sp,,,,good,1,,,,12.37555439
2046.729,2061.001,28-octacosan-1-ol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_150/PCB_150.CDF.csv,78328917.97,3,0,2046.729,2061.001,PCB_150,Robyn Klein,MT,lemongrass,,,Cybopogon,sp,,,,good,1,,,,69.65874014
2352.563,2364.286,triterpenoid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_150/PCB_150.CDF.csv,13712461.16,4,0,2352.563,2364.286,PCB_150,Robyn Klein,MT,lemongrass,,,Cybopogon,sp,,,,good,1,,,,12.19463761
898.836,906.482,18-stearic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_154/PCB_154.CDF.csv,2894103.637,1,0,898.836,906.482,PCB_154,Jazmynn Brewes,MO,Blueberry,,,Vaccinium,corymbosum,,,,good,3,,,,21.06708892
1401.424,1409.579,22-behenic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_154/PCB_154.CDF.csv,1981526.433,2,0,1401.424,1409.579,PCB_154,Jazmynn Brewes,MO,Blueberry,,,Vaccinium,corymbosum,,,,good,3,,,,14.42415297
2042.656,2054.89,28-octacosan-1-ol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_154/PCB_154.CDF.csv,3351979.418,3,0,2042.656,2054.89,PCB_154,Jazmynn Brewes,MO,Blueberry,,,Vaccinium,corymbosum,,,,good,3,,,,24.40011047
2276.62,2280.697,beta-sitosterol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_154/PCB_154.CDF.csv,2659247.738,4,0,2276.62,2280.697,PCB_154,Jazmynn Brewes,MO,Blueberry,,,Vaccinium,corymbosum,,,,good,3,,,,19.35749911
2281.207,2284.775,30-triacontan-1-ol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_154/PCB_154.CDF.csv,2850701.141,5,0,2281.207,2284.775,PCB_154,Jazmynn Brewes,MO,Blueberry,,,Vaccinium,corymbosum,,,,good,3,,,,20.75114853
1344.84,1357.073,26-hexacosane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_155/PCB_155.CDF.csv,1332181.058,1,0,1344.84,1357.073,PCB_155,Wes Leach,MO,Iris,,,Iris,germanica,,,,good,1,,,,9.796733792
1471.761,1483.994,27-heptacosane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_155/PCB_155.CDF.csv,1493102.353,2,0,1471.761,1483.994,PCB_155,Wes Leach,MO,Iris,,,Iris,germanica,,,,good,1,,,,10.98013381
1733.249,1750.07,29-nonacosane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_155/PCB_155.CDF.csv,1473377.916,3,0,1733.249,1750.07,PCB_155,Wes Leach,MO,Iris,,,Iris,germanica,,,,good,1,,,,10.83508216
2046.729,2055.904,28-octacosan-1-ol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_155/PCB_155.CDF.csv,5679694.729,4,0,2046.729,2055.904,PCB_155,Wes Leach,MO,Iris,,,Iris,germanica,,,,good,1,,,,41.76793909
2275.595,2289.868,30-triacontan-1-ol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_155/PCB_155.CDF.csv,3619860.311,5,0,2275.595,2289.868,PCB_155,Wes Leach,MO,Iris,,,Iris,germanica,,,,good,1,,,,26.62011115
894.762,911.583,18-stearic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_159/PCB_159.CDF.csv,1737102.286,1,0,894.762,911.583,PCB_159,Ileiya Steele,MO,green onion,,,Allium,cepa,,,,good,3,,,,8.288876988
1138.41,1155.231,20-arachidic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_159/PCB_159.CDF.csv,2113835.311,2,0,1138.41,1155.231,PCB_159,Ileiya Steele,MO,green onion,,,Allium,cepa,,,,good,3,,,,10.08652226
1399.388,1411.112,22-behenic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_159/PCB_159.CDF.csv,2215846.464,3,0,1399.388,1411.112,PCB_159,Ileiya Steele,MO,green onion,,,Allium,cepa,,,,good,3,,,,10.5732857
1469.73,1484.002,27-heptacosane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_159/PCB_159.CDF.csv,2700091.862,4,0,1469.73,1484.002,PCB_159,Ileiya Steele,MO,green onion,,,Allium,cepa,,,,good,3,,,,12.88394442
1730.709,1750.078,29-nonacosane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_159/PCB_159.CDF.csv,12190152.25,5,0,1730.709,1750.078,PCB_159,Ileiya Steele,MO,green onion,,,Allium,cepa,,,,good,3,,,,58.16737064
2151.092,2172.734,29-nonacosane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_16/PCB_16.CDF.csv,88265983.47,1,0,2151.092,2172.734,PCB_16,Lucas Busta,NE,Broccoli,x,"alkane_(50%),15-hentriacontanone_(30%),15-hentriacontanol_(20%)",Brassica,oleracea,leaves,2019-08-06 00:00:00,1,good,,,,,53.9115638
2368.022,2382.618,31-hentriacontan-15-one,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_16/PCB_16.CDF.csv,55377027.3,2,0,2368.022,2382.618,PCB_16,Lucas Busta,NE,Broccoli,x,"alkane_(50%),15-hentriacontanone_(30%),15-hentriacontanol_(20%)",Brassica,oleracea,leaves,2019-08-06 00:00:00,1,good,,,,,33.82347336
2381.611,2390.168,31-hentriacontan-15-ol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_16/PCB_16.CDF.csv,20080645.62,3,0,2381.611,2390.168,PCB_16,Lucas Busta,NE,Broccoli,x,"alkane_(50%),15-hentriacontanone_(30%),15-hentriacontanol_(20%)",Brassica,oleracea,leaves,2019-08-06 00:00:00,1,good,,,,,12.26496284
1344.336,1353.511,26-hexacosane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_161/PCB_161.CDF.csv,4131611.987,1,0,1344.336,1353.511,PCB_161,Serenity Oxford,MO,wild onion,,,Allium,sp,,,,good,2,,,,9.337743914
1472.276,1486.549,27-heptacosane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_161/PCB_161.CDF.csv,5403690.191,2,0,1472.276,1486.549,PCB_161,Serenity Oxford,MO,wild onion,,,Allium,sp,,,,good,2,,,,12.21273327
1605.314,1614.489,28-octacosane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_161/PCB_161.CDF.csv,5081658.526,3,0,1605.314,1614.489,PCB_161,Serenity Oxford,MO,wild onion,,,Allium,sp,,,,good,2,,,,11.48491826
1730.706,1742.94,29-nonacosane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_161/PCB_161.CDF.csv,5487102.857,4,0,1730.706,1742.94,PCB_161,Serenity Oxford,MO,wild onion,,,Allium,sp,,,,good,2,,,,12.40125197
1858.647,1870.88,30-triacontane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_161/PCB_161.CDF.csv,4385045.741,5,0,1858.647,1870.88,PCB_161,Serenity Oxford,MO,wild onion,,,Allium,sp,,,,good,2,,,,9.910522651
1981.49,2001.37,31-hentriacontane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_161/PCB_161.CDF.csv,19757252.83,6,0,1981.49,2001.37,PCB_161,Serenity Oxford,MO,wild onion,,,Allium,sp,,,,good,2,,,,44.65282992
1341.272,1350.447,26-hexacosane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_164/PCB_164.CDF.csv,7994395.295,1,0,1341.272,1350.447,PCB_164,Alex,MO,wild garlic,,,Allium,sativum,,,,good,2,,,,7.816817878
1473.291,1486.034,27-heptacosane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_164/PCB_164.CDF.csv,10330717.73,2,0,1473.291,1486.034,PCB_164,Alex,MO,wild garlic,,,Allium,sativum,,,,good,2,,,,10.10124419
1605.309,1616.523,28-octacosane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_164/PCB_164.CDF.csv,10252799.96,3,0,1605.309,1616.523,PCB_164,Alex,MO,wild garlic,,,Allium,sativum,,,,good,2,,,,10.02505719
1733.759,1742.425,29-nonacosane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_164/PCB_164.CDF.csv,11054851.13,4,0,1733.759,1742.425,PCB_164,Alex,MO,wild garlic,,,Allium,sativum,,,,good,2,,,,10.80929261
1859.661,1872.404,30-triacontane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_164/PCB_164.CDF.csv,11138016.72,5,0,1859.661,1872.404,PCB_164,Alex,MO,wild garlic,,,Allium,sativum,,,,good,2,,,,10.89061086
1987.092,1996.267,31-hentriacontane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_164/PCB_164.CDF.csv,39359210.07,6,0,1987.092,1996.267,PCB_164,Alex,MO,wild garlic,,,Allium,sativum,,,,good,2,,,,38.48493421
2205.764,2217.487,31-hentriacontan-16-one,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_164/PCB_164.CDF.csv,12141744.47,7,0,2205.764,2217.487,PCB_164,Alex,MO,wild garlic,,,Allium,sativum,,,,good,2,,,,11.87204307
2046.729,2061.511,28-octacosan-1-ol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_169/PCB_169.CDF.csv,94820874,1,0,2046.729,2061.511,PCB_169,Caylee Roughton/Harley Collins,MO,Iris,,,Iris,germanica,,,,good,2,,,,55.67777073
2149.693,2164.475,28-montanic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_169/PCB_169.CDF.csv,21595456.18,2,0,2149.693,2164.475,PCB_169,Caylee Roughton/Harley Collins,MO,Iris,,,Iris,germanica,,,,good,2,,,,12.68061353
2278.143,2289.867,30-triacontan-1-ol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_169/PCB_169.CDF.csv,53886598.19,3,0,2278.143,2289.867,PCB_169,Caylee Roughton/Harley Collins,MO,Iris,,,Iris,germanica,,,,good,2,,,,31.64161574
2472.345,2483.559,oleanolic_acid 1,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_170/PCB_170.CDF.csv,53994602.9,1,0,2472.345,2483.559,PCB_170,Caylee Roughton/Harley Collins,MO,lavender,,,Lavandula,sp,,,,good,2,,,,15.66402589
2528.415,2540.138,ursolic_acid 1,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_170/PCB_170.CDF.csv,115922664.5,2,0,2528.415,2540.138,PCB_170,Caylee Roughton/Harley Collins,MO,lavender,,,Lavandula,sp,,,,good,2,,,,33.62957631
2544.216,2550.333,oleanolic_acid 2,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_170/PCB_170.CDF.csv,50815281.86,3,0,2544.216,2550.333,PCB_170,Caylee Roughton/Harley Collins,MO,lavender,,,Lavandula,sp,,,,good,2,,,,14.74169358
2589.582,2602.834,ursolic_acid 2,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_170/PCB_170.CDF.csv,123971955.6,4,0,2589.582,2602.834,PCB_170,Caylee Roughton/Harley Collins,MO,lavender,,,Lavandula,sp,,,,good,2,,,,35.96470422
1800.533,1814.806,26-hexacosan-1-ol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_172/PCB_172.CDF.csv,8839926.084,1,0,1800.533,1814.806,PCB_172,Rylee Anderson,MO,wild lettuce,,,Lactuca,virosa,,,,good,1,,,,10.91243342
2390.793,2398.949,beta-amyrin acetate,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_172/PCB_172.CDF.csv,14323365.48,2,0,2390.793,2398.949,PCB_172,Rylee Anderson,MO,wild lettuce,,,Lactuca,virosa,,,,good,1,,,,17.68145692
2402.517,2408.634,germanicol acetate,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_172/PCB_172.CDF.csv,12960869.09,3,0,2402.517,2408.634,PCB_172,Rylee Anderson,MO,wild lettuce,,,Lactuca,virosa,,,,good,1,,,,15.9995253
2439.727,2443.805,alpha-amyrin acetate,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_172/PCB_172.CDF.csv,12318248.74,4,0,2439.727,2443.805,PCB_172,Rylee Anderson,MO,wild lettuce,,,Lactuca,virosa,,,,good,1,,,,15.20624358
2445.334,2452.47,lupeol acetate,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_172/PCB_172.CDF.csv,32565425.81,5,0,2445.334,2452.47,PCB_172,Rylee Anderson,MO,wild lettuce,,,Lactuca,virosa,,,,good,1,,,,40.20034078
954.198,971.311,16-palmitic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_18/PCB_18.CDF.csv,1706926.57,1,0,954.198,971.311,PCB_18,Julie Busta,MN,Iris,x,alcohols_(100%),Iris,germanica,leaves,2019-07-15 00:00:00,1,good,,,,,3.549430944
1222.466,1240.082,18-stearic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_18/PCB_18.CDF.csv,1270545.149,2,0,1222.466,1240.082,PCB_18,Julie Busta,MN,Iris,x,alcohols_(100%),Iris,germanica,leaves,2019-07-15 00:00:00,1,good,,,,,2.642007189
2210.983,2233.129,26-hexacosan-1-ol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_18/PCB_18.CDF.csv,3542185.358,3,0,2210.983,2233.129,PCB_18,Julie Busta,MN,Iris,x,alcohols_(100%),Iris,germanica,leaves,2019-07-15 00:00:00,1,good,,,,,7.365719499
2457.106,2492.338,28-octacosan-1-ol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_18/PCB_18.CDF.csv,26263850.95,4,0,2457.106,2492.338,PCB_18,Julie Busta,MN,Iris,x,alcohols_(100%),Iris,germanica,leaves,2019-07-15 00:00:00,1,good,,,,,54.61378768
2698.699,2711.785,30-triacontan-1-ol,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_18/PCB_18.CDF.csv,15306639.29,5,0,2698.699,2711.785,PCB_18,Julie Busta,MN,Iris,x,alcohols_(100%),Iris,germanica,leaves,2019-07-15 00:00:00,1,good,,,,,31.82905469
894.748,914.118,18-stearic acid,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_180/PCB_180.CDF.csv,3064772.884,1,0,894.748,914.118,PCB_180,Rylee Anderson,MO,winged shumac,,,Unknown,Unknown,,,,good,3,,,,4.180594336
1213.326,1223.01,25-pentacosane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_180/PCB_180.CDF.csv,4419092.722,2,0,1213.326,1223.01,PCB_180,Rylee Anderson,MO,winged shumac,,,Unknown,Unknown,,,,good,3,,,,6.027994472
1339.227,1350.951,26-hexacosane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_180/PCB_180.CDF.csv,7297357.436,3,0,1339.227,1350.951,PCB_180,Rylee Anderson,MO,winged shumac,,,Unknown,Unknown,,,,good,3,,,,9.954176808
1472.265,1486.537,27-heptacosane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_180/PCB_180.CDF.csv,9332721.513,4,0,1472.265,1486.537,PCB_180,Rylee Anderson,MO,winged shumac,,,Unknown,Unknown,,,,good,3,,,,12.73057553
1605.303,1614.478,28-octacosane,/Volumes/Busta_Lab_2/chemical_blooms/data/PCB_180/PCB_180.CDF.csv,9511000.466,5,0,1605.303,1614.478,PCB_180,Rylee Anderson,MO,winged shumac,,,Unknown,Unknown,,,,good,3,,,,12.97376223
